date,commodity,open,high,low,close,volume
2005-01-26,Corn,199.0,199.75,198.75,198.75,829
2005-01-26,Soybean,526.0,527.0,524.0,523.0,406
2005-01-26,Wheat,297.5,298.0,297.5,295.25,614
2005-01-27,Corn,198.0,198.25,197.5,195.75,1176
2005-01-27,Soybean,522.0,522.5,520.0,515.75,859
2005-01-27,Wheat,295.0,295.5,293.5,289.5,230
2005-01-28,Corn,195.5,196.5,195.5,195.75,1612
2005-01-28,Soybean,515.25,517.0,514.75,514.0,2050
2005-01-28,Wheat,289.75,291.0,289.5,290.0,122
2005-01-31,Corn,195.5,195.75,195.0,197.0,1051
2005-01-31,Soybean,510.0,511.75,509.0,514.75,604
2005-01-31,Wheat,289.75,289.75,288.25,291.0,203
2005-02-01,Corn,197.25,197.5,197.0,197.0,702
2005-02-01,Soybean,515.25,516.5,515.0,507.0,1107
2005-02-01,Wheat,291.25,292.5,291.25,292.25,286
2005-02-02,Corn,196.5,196.75,196.0,195.25,525
2005-02-02,Soybean,507.0,507.75,505.5,505.25,328
2005-02-02,Wheat,292.75,293.0,291.75,288.25,89
2005-02-03,Corn,195.0,195.5,194.75,195.0,386
2005-02-03,Soybean,505.25,507.75,504.75,502.0,534
2005-02-03,Wheat,288.25,288.75,288.0,289.75,337
2005-02-04,Corn,195.0,195.25,194.75,195.0,588
2005-02-04,Soybean,502.0,503.25,501.0,499.5,357
2005-02-04,Wheat,290.0,290.5,290.0,287.75,179
2005-02-07,Corn,194.75,195.75,194.75,196.25,934
2005-02-07,Soybean,499.0,501.0,498.5,501.25,433
2005-02-07,Wheat,288.5,289.75,288.25,292.5,577
2005-02-08,Corn,196.0,196.75,196.0,194.75,879
2005-02-08,Soybean,501.75,502.5,501.5,503.5,775
2005-02-08,Wheat,294.0,294.5,293.5,291.75,367
2005-02-09,Corn,194.5,194.75,194.0,195.0,830
2005-02-09,Soybean,503.0,504.25,503.0,510.75,813
2005-02-09,Wheat,292.0,292.0,291.25,290.0,248
2005-02-10,Corn,195.25,196.5,195.25,198.25,875
2005-02-10,Soybean,510.0,513.0,509.5,516.0,557
2005-02-10,Wheat,290.0,291.0,289.5,296.25,412
2005-02-11,Corn,197.75,198.5,197.5,198.25,2785
2005-02-11,Soybean,515.0,517.25,514.25,525.75,3185
2005-02-11,Wheat,295.5,296.75,295.25,294.5,708
2005-02-14,Corn,198.0,200.75,198.0,200.5,1029
2005-02-14,Soybean,526.0,534.75,526.0,535.75,1601
2005-02-14,Wheat,295.0,297.0,295.0,301.75,330
2005-02-15,Corn,200.25,200.5,200.0,200.0,930
2005-02-15,Soybean,535.0,537.0,533.25,535.25,654
2005-02-15,Wheat,302.0,302.75,300.75,299.25,250
2005-02-16,Corn,199.75,200.0,198.75,197.0,1193
2005-02-16,Soybean,533.5,533.75,530.0,535.0,955
2005-02-16,Wheat,298.75,298.75,297.5,292.5,225
2005-02-17,Corn,197.0,198.25,196.75,199.25,998
2005-02-17,Soybean,540.0,548.0,533.5,552.0,2103
2005-02-17,Wheat,292.5,294.5,292.0,295.5,285
2005-02-18,Corn,198.75,200.0,198.5,200.0,2883
2005-02-18,Soybean,549.0,555.0,549.0,552.5,1407
2005-02-18,Wheat,295.0,296.25,295.0,296.0,793
2005-02-22,Corn,200.25,204.0,200.25,207.5,863
2005-02-22,Soybean,556.0,571.0,556.0,577.0,675
2005-02-22,Wheat,297.0,300.75,297.0,312.5,275
2005-02-23,Corn,205.5,205.5,204.5,205.75,820
2005-02-23,Soybean,573.0,573.0,568.5,576.75,493
2005-02-23,Wheat,310.5,311.25,309.25,316.0,121
2005-02-24,Corn,205.75,206.0,205.0,205.75,1268
2005-02-24,Soybean,572.5,578.0,570.75,569.0,409
2005-02-24,Wheat,316.0,317.5,315.0,312.75,70
2005-02-25,Corn,205.0,208.25,205.0,211.5,915
2005-02-25,Soybean,566.5,578.75,566.5,597.5,457
2005-02-25,Wheat,310.75,314.5,310.75,323.25,86
2005-02-28,Corn,210.75,215.5,210.75,214.5,441
2005-02-28,Soybean,598.5,617.5,598.5,615.5,134
2005-02-28,Wheat,323.75,329.0,323.75,337.25,39
2005-03-01,Corn,211.5,211.75,210.25,211.0,9
2005-03-01,Soybean,611.0,611.0,606.0,605.0,120
2005-03-01,Wheat,333.0,333.0,331.0,330.0,22
2005-03-02,Corn,210.0,210.75,210.0,210.25,212
2005-03-02,Soybean,606.0,619.0,606.0,618.75,21
2005-03-02,Wheat,331.5,332.0,331.5,332.0,13
2005-03-03,Corn,209.25,209.25,208.0,209.5,348
2005-03-03,Soybean,612.25,612.25,612.25,620.0,163
2005-03-03,Wheat,331.0,331.0,329.0,330.0,11
2005-03-04,Corn,209.0,210.0,208.0,209.0,66
2005-03-04,Soybean,620.0,625.0,615.75,622.75,37
2005-03-04,Wheat,329.75,329.75,325.75,329.0,8
2005-03-07,Corn,208.0,210.0,208.0,205.5,65
2005-03-07,Soybean,626.0,628.75,626.0,608.5,25
2005-03-07,Wheat,330.0,330.0,330.0,323.25,8
2005-03-08,Corn,205.0,205.0,204.5,206.75,78
2005-03-08,Soybean,619.5,619.5,619.5,619.5,27
2005-03-08,Wheat,329.0,329.0,329.0,329.0,8
2005-03-09,Corn,206.75,207.75,206.75,209.25,42
2005-03-09,Soybean,624.0,624.0,624.0,624.0,2
2005-03-09,Wheat,333.5,333.5,333.5,333.5,44
2005-03-10,Corn,208.5,208.5,207.0,212.5,42
2005-03-10,Soybean,626.25,626.25,626.25,633.25,16
2005-03-10,Wheat,332.0,332.0,330.25,340.0,44
2005-03-11,Corn,217.5,217.5,217.5,217.5,2
2005-03-11,Soybean,636.0,636.5,636.0,656.75,24
2005-03-11,Wheat,351.5,351.5,351.5,351.5,44
2005-03-14,Corn,215.75,215.75,214.25,214.5,2819
2005-03-14,Soybean,657.0,657.0,648.75,654.0,2650
2005-03-14,Wheat,348.0,348.0,348.0,348.0,900
2005-03-15,Corn,221.0,225.75,220.75,228.5,2985
2005-03-15,Soybean,656.0,674.0,656.0,681.0,3330
2005-03-15,Wheat,354.25,358.75,354.0,368.0,797
2005-03-16,Corn,228.0,229.75,227.75,225.5,2897
2005-03-16,Soybean,679.75,691.75,679.5,673.5,2036
2005-03-16,Wheat,366.0,370.0,363.5,361.0,768
2005-03-17,Corn,225.25,226.25,221.0,223.5,2679
2005-03-17,Soybean,672.0,678.5,669.25,671.5,3826
2005-03-17,Wheat,359.5,361.0,357.5,366.5,768
2005-03-18,Corn,223.75,225.5,222.75,219.75,1046
2005-03-18,Soybean,671.0,679.5,661.0,649.0,2945
2005-03-18,Wheat,365.25,366.5,362.5,356.5,771
2005-03-21,Corn,218.75,219.5,217.5,214.5,1016
2005-03-21,Soybean,647.0,652.5,642.0,626.5,1505
2005-03-21,Wheat,355.25,356.5,352.5,342.5,441
2005-03-22,Corn,214.75,215.5,214.5,214.0,3881
2005-03-22,Soybean,627.5,631.75,627.5,627.25,3091
2005-03-22,Wheat,343.0,345.0,342.75,344.5,1189
2005-03-23,Corn,214.0,214.0,210.25,210.75,1220
2005-03-23,Soybean,624.0,624.0,617.0,623.25,2329
2005-03-23,Wheat,342.75,343.0,337.75,336.75,717
2005-03-24,Corn,210.75,210.75,209.5,210.5,933
2005-03-24,Soybean,623.25,625.5,617.0,628.75,1316
2005-03-24,Wheat,336.5,337.5,333.25,338.5,469
2005-03-28,Corn,210.0,210.5,209.25,212.75,568
2005-03-28,Soybean,628.0,631.0,624.0,625.75,742
2005-03-28,Wheat,337.75,337.75,334.25,336.0,230
2005-03-29,Corn,212.25,212.75,211.75,213.0,792
2005-03-29,Soybean,623.25,626.75,622.5,624.0,771
2005-03-29,Wheat,336.25,336.75,335.5,334.5,290
2005-03-30,Corn,212.75,214.0,212.75,212.5,915
2005-03-30,Soybean,624.0,627.75,623.5,641.0,2115
2005-03-30,Wheat,335.5,336.5,335.0,333.5,274
2005-03-31,Corn,212.0,212.75,210.75,213.0,1856
2005-03-31,Soybean,641.0,648.0,641.0,627.5,2518
2005-03-31,Wheat,334.0,335.0,333.0,331.0,1024
2005-04-01,Corn,213.75,214.5,212.75,212.75,760
2005-04-01,Soybean,630.0,632.0,625.0,614.0,1290
2005-04-01,Wheat,331.5,332.5,328.25,322.5,615
2005-04-04,Corn,212.0,213.0,211.25,209.75,693
2005-04-04,Soybean,615.0,618.0,612.5,615.0,475
2005-04-04,Wheat,322.5,323.5,321.25,316.5,127
2005-04-05,Corn,209.75,209.75,209.0,205.5,464
2005-04-05,Soybean,613.75,615.5,613.0,617.5,400
2005-04-05,Wheat,316.5,317.0,315.5,311.25,544
2005-04-06,Corn,205.75,206.0,205.5,207.25,799
2005-04-06,Soybean,617.5,618.75,616.0,623.25,1102
2005-04-06,Wheat,311.75,313.5,310.25,314.25,253
2005-04-07,Corn,207.0,208.0,207.0,205.5,623
2005-04-07,Soybean,623.5,629.0,623.5,623.5,853
2005-04-07,Wheat,314.25,316.0,314.0,314.25,739
2005-04-08,Corn,205.75,206.5,205.25,204.0,873
2005-04-08,Soybean,625.75,628.0,624.75,612.0,1033
2005-04-08,Wheat,315.25,315.25,314.5,310.0,223
2005-04-11,Corn,204.0,205.25,204.0,205.75,3102
2005-04-11,Soybean,612.0,615.5,610.0,616.75,2332
2005-04-11,Wheat,310.5,311.75,310.5,313.5,1523
2005-04-12,Corn,206.0,208.0,206.0,206.75,657
2005-04-12,Soybean,618.5,624.0,618.5,617.5,860
2005-04-12,Wheat,313.5,316.5,313.5,311.0,890
2005-04-13,Corn,206.5,206.75,205.75,205.75,718
2005-04-13,Soybean,616.0,616.0,613.25,623.25,855
2005-04-13,Wheat,311.25,311.25,309.75,310.5,294
2005-04-14,Corn,206.5,206.75,206.0,207.5,706
2005-04-14,Soybean,622.25,624.75,621.25,617.0,503
2005-04-14,Wheat,311.0,311.25,310.0,309.0,81
2005-04-15,Corn,207.25,208.25,207.25,206.25,766
2005-04-15,Soybean,616.0,618.5,613.25,616.25,505
2005-04-15,Wheat,309.0,309.0,307.25,305.25,363
2005-04-18,Corn,206.25,206.25,204.75,204.25,364
2005-04-18,Soybean,615.25,615.25,611.0,609.5,338
2005-04-18,Wheat,304.25,304.25,301.75,301.75,194
2005-04-19,Corn,204.75,205.25,204.5,209.5,966
2005-04-19,Soybean,609.0,615.0,609.0,631.0,831
2005-04-19,Wheat,302.25,303.0,301.5,308.0,240
2005-04-20,Corn,209.0,210.5,208.75,210.75,723
2005-04-20,Soybean,631.25,637.0,631.0,630.75,322
2005-04-20,Wheat,308.0,312.0,307.75,310.75,28
2005-04-21,Corn,210.5,211.5,209.5,211.25,222
2005-04-21,Soybean,631.0,633.75,627.0,637.75,157
2005-04-21,Wheat,312.0,312.25,311.25,311.0,73
2005-04-22,Corn,210.75,211.25,210.5,209.25,983
2005-04-22,Soybean,635.75,640.0,635.75,633.0,527
2005-04-22,Wheat,310.5,312.5,310.0,309.25,2068
2005-04-25,Corn,210.25,214.75,210.25,213.25,319
2005-04-25,Soybean,637.0,642.75,636.0,635.25,109
2005-04-25,Wheat,314.0,314.0,312.0,320.75,193
2005-04-26,Corn,212.25,213.5,212.25,213.0,403
2005-04-26,Soybean,634.0,638.0,633.75,636.75,225
2005-04-26,Wheat,319.75,320.75,319.5,322.75,71
2005-04-27,Corn,213.0,213.75,213.0,208.25,307
2005-04-27,Soybean,638.0,639.0,636.5,627.25,341
2005-04-27,Wheat,323.25,324.5,323.0,319.5,16
2005-04-28,Corn,208.25,210.0,208.25,204.5,737
2005-04-28,Soybean,627.0,634.5,627.0,618.0,521
2005-04-28,Wheat,319.5,320.5,319.5,317.25,25
2005-04-29,Corn,204.5,205.0,204.25,204.75,564
2005-04-29,Soybean,617.75,617.75,616.25,619.25,211
2005-04-29,Wheat,318.0,318.0,315.0,318.0,6
2005-05-02,Corn,205.0,205.0,202.0,200.5,37
2005-05-02,Soybean,615.0,615.0,611.0,619.25,147
2005-05-02,Wheat,315.0,315.0,312.0,314.5,6
2005-05-03,Corn,201.25,201.25,200.0,197.0,9
2005-05-03,Soybean,621.5,623.0,621.5,618.75,68
2005-05-03,Wheat,308.25,308.25,308.25,308.25,6
2005-05-04,Corn,197.0,197.25,197.0,198.0,153
2005-05-04,Soybean,618.5,622.25,618.5,620.0,75
2005-05-04,Wheat,308.25,308.25,308.25,308.25,1
2005-05-05,Corn,200.0,200.0,200.0,199.75,39
2005-05-05,Soybean,622.25,624.25,622.25,623.5,1
2005-05-05,Wheat,309.0,309.0,309.0,305.0,1
2005-05-06,Corn,200.0,200.0,198.75,200.5,10
2005-05-06,Soybean,623.0,623.0,623.0,635.0,15
2005-05-06,Wheat,309.5,309.5,309.5,309.5,2
2005-05-09,Corn,201.5,201.5,201.5,199.75,11
2005-05-09,Soybean,634.0,638.0,634.0,632.0,20
2005-05-09,Wheat,309.75,309.75,309.75,305.5,2
2005-05-10,Corn,200.25,200.25,200.25,200.25,11
2005-05-10,Soybean,634.0,634.0,634.0,628.25,20
2005-05-10,Wheat,312.5,312.5,312.5,312.5,0
2005-05-11,Corn,198.25,198.25,198.25,198.25,17
2005-05-11,Soybean,628.0,628.0,628.0,628.0,2
2005-05-11,Wheat,306.0,306.0,306.0,306.0,0
2005-05-12,Corn,198.0,198.0,198.0,196.25,17
2005-05-12,Soybean,630.0,637.0,630.0,619.75,25
2005-05-12,Wheat,301.5,301.5,301.5,301.5,0
2005-05-13,Corn,195.25,195.25,195.25,195.25,1159
2005-05-13,Soybean,622.0,622.0,619.5,603.75,1855
2005-05-13,Wheat,296.5,296.5,296.5,296.5,673
2005-05-16,Corn,204.0,205.75,204.0,207.0,2258
2005-05-16,Soybean,612.75,618.5,612.5,623.5,1978
2005-05-16,Wheat,303.75,305.75,303.5,306.25,516
2005-05-17,Corn,207.25,207.75,206.0,207.5,586
2005-05-17,Soybean,624.0,626.0,618.75,620.75,1236
2005-05-17,Wheat,307.5,308.5,306.0,310.0,193
2005-05-18,Corn,207.5,208.0,206.75,210.75,2424
2005-05-18,Soybean,621.25,624.5,617.5,633.25,1739
2005-05-18,Wheat,310.0,311.0,309.25,315.0,406
2005-05-19,Corn,210.75,212.5,210.25,209.5,1128
2005-05-19,Soybean,633.25,638.25,631.75,629.25,769
2005-05-19,Wheat,315.0,317.5,315.0,309.5,151
2005-05-20,Corn,208.75,211.25,208.75,213.25,3051
2005-05-20,Soybean,628.5,634.0,628.25,632.0,2348
2005-05-20,Wheat,309.5,311.0,308.75,313.0,1126
2005-05-23,Corn,214.0,217.25,214.0,224.5,4699
2005-05-23,Soybean,636.0,645.25,636.0,640.0,792
2005-05-23,Wheat,314.0,318.0,314.0,333.75,1288
2005-05-24,Corn,223.0,223.5,221.25,221.25,2236
2005-05-24,Soybean,639.5,641.0,638.25,645.5,1304
2005-05-24,Wheat,332.0,334.0,329.5,332.0,781
2005-05-25,Corn,220.75,223.0,220.75,222.75,834
2005-05-25,Soybean,645.5,648.5,645.5,666.5,1586
2005-05-25,Wheat,331.0,334.0,329.0,330.25,156
2005-05-26,Corn,222.0,222.75,220.75,225.0,4868
2005-05-26,Soybean,664.25,667.0,663.0,676.0,2633
2005-05-26,Wheat,329.5,330.25,328.0,337.75,1250
2005-05-27,Corn,225.0,227.0,222.5,221.25,4972
2005-05-27,Soybean,675.5,681.0,669.5,667.75,3423
2005-05-27,Wheat,338.5,342.0,337.0,335.0,1664
2005-05-31,Corn,226.0,228.0,226.0,222.0,1942
2005-05-31,Soybean,681.75,687.0,679.25,680.25,1286
2005-05-31,Wheat,341.0,342.75,338.5,331.75,351
2005-06-01,Corn,221.25,222.0,220.25,224.5,2138
2005-06-01,Soybean,676.75,678.75,674.0,685.25,2003
2005-06-01,Wheat,330.5,331.75,330.0,331.5,756
2005-06-02,Corn,223.0,223.75,220.25,217.0,2803
2005-06-02,Soybean,684.0,684.25,677.0,668.5,1156
2005-06-02,Wheat,330.0,330.5,327.75,323.5,403
2005-06-03,Corn,216.5,218.5,215.25,218.25,4651
2005-06-03,Soybean,666.75,670.5,664.5,675.25,3278
2005-06-03,Wheat,322.25,323.5,321.0,323.25,1003
2005-06-06,Corn,220.75,224.0,220.75,220.75,2515
2005-06-06,Soybean,687.5,694.5,685.75,677.75,1532
2005-06-06,Wheat,325.5,328.75,322.75,322.5,448
2005-06-07,Corn,219.25,222.75,218.75,220.25,3645
2005-06-07,Soybean,675.75,683.5,673.75,674.75,1330
2005-06-07,Wheat,320.5,322.5,319.0,319.25,480
2005-06-08,Corn,218.75,219.25,217.25,216.0,3120
2005-06-08,Soybean,671.5,673.0,668.75,667.5,3591
2005-06-08,Wheat,318.5,318.75,317.5,313.25,836
2005-06-09,Corn,213.25,214.5,212.5,215.5,1106
2005-06-09,Soybean,659.75,664.75,657.5,673.25,1365
2005-06-09,Wheat,312.75,314.5,312.5,314.25,232
2005-06-10,Corn,215.0,216.5,214.5,210.0,3192
2005-06-10,Soybean,673.0,680.0,671.25,666.25,3328
2005-06-10,Wheat,314.5,316.0,314.25,313.5,912
2005-06-13,Corn,211.75,214.0,211.5,215.0,3055
2005-06-13,Soybean,674.25,679.75,670.5,680.5,1553
2005-06-13,Wheat,314.0,316.25,314.0,313.75,969
2005-06-14,Corn,213.0,214.5,212.25,219.0,2258
2005-06-14,Soybean,678.0,680.5,675.0,689.75,1510
2005-06-14,Wheat,314.0,314.0,309.5,316.0,497
2005-06-15,Corn,219.0,222.25,218.25,224.25,1788
2005-06-15,Soybean,690.75,697.5,688.25,702.5,1917
2005-06-15,Wheat,316.0,318.5,315.25,323.0,650
2005-06-16,Corn,223.75,226.75,223.75,225.75,2133
2005-06-16,Soybean,701.5,710.5,701.5,700.75,1284
2005-06-16,Wheat,323.0,326.25,322.5,323.5,331
2005-06-17,Corn,225.25,228.5,225.0,229.0,7407
2005-06-17,Soybean,698.75,714.25,698.5,724.0,3973
2005-06-17,Wheat,323.75,327.0,323.5,327.5,1345
2005-06-20,Corn,231.25,235.25,231.0,235.5,2895
2005-06-20,Soybean,742.0,752.0,740.0,739.0,1191
2005-06-20,Wheat,331.0,335.5,327.75,339.0,736
2005-06-21,Corn,234.0,235.0,231.0,232.25,2076
2005-06-21,Soybean,738.0,741.0,728.5,735.25,2216
2005-06-21,Wheat,338.5,340.0,332.25,335.0,596
2005-06-22,Corn,232.5,237.5,232.5,229.5,1827
2005-06-22,Soybean,739.0,757.5,739.0,737.0,842
2005-06-22,Wheat,335.0,340.5,334.75,336.0,597
2005-06-23,Corn,229.0,230.5,228.5,226.5,3683
2005-06-23,Soybean,735.0,744.0,733.0,725.75,1639
2005-06-23,Wheat,335.25,338.5,334.25,331.75,89
2005-06-24,Corn,226.25,230.0,225.5,232.75,3917
2005-06-24,Soybean,726.75,740.25,726.75,744.5,1366
2005-06-24,Wheat,331.0,335.0,331.0,339.5,547
2005-06-27,Corn,233.25,233.5,226.0,221.5,842
2005-06-27,Soybean,750.0,755.0,727.5,694.5,1295
2005-06-27,Wheat,339.5,340.0,334.0,331.0,287
2005-06-28,Corn,222.0,222.25,217.5,218.5,450
2005-06-28,Soybean,694.5,700.0,677.0,666.75,514
2005-06-28,Wheat,330.0,331.5,326.5,327.75,155
2005-06-29,Corn,218.25,221.0,218.25,216.5,717
2005-06-29,Soybean,670.5,677.25,670.5,672.0,817
2005-06-29,Wheat,328.0,331.0,328.0,328.5,367
2005-06-30,Corn,216.25,216.25,213.75,212.25,258
2005-06-30,Soybean,671.5,679.0,658.0,651.75,172
2005-06-30,Wheat,327.0,328.5,325.0,321.5,12
2005-07-01,Corn,215.0,215.0,214.25,216.5,190
2005-07-01,Soybean,656.5,667.25,656.5,673.5,33
2005-07-01,Wheat,324.0,324.0,322.0,324.25,7
2005-07-05,Corn,220.25,221.0,219.5,231.0,495
2005-07-05,Soybean,675.5,685.5,675.5,712.25,58
2005-07-05,Wheat,324.75,324.75,324.75,337.0,6
2005-07-06,Corn,231.0,232.0,231.0,230.75,59
2005-07-06,Soybean,715.75,715.75,709.75,696.25,348
2005-07-06,Wheat,332.0,332.0,332.0,332.0,242
2005-07-07,Corn,229.0,229.0,226.0,233.75,6
2005-07-07,Soybean,700.0,706.0,668.0,692.0,69
2005-07-07,Wheat,334.75,334.75,334.75,334.75,106
2005-07-08,Corn,233.75,233.75,229.0,226.25,4
2005-07-08,Soybean,680.0,683.0,676.75,675.5,242
2005-07-08,Wheat,333.0,333.0,331.0,328.5,106
2005-07-11,Corn,223.75,223.75,223.75,226.75,3
2005-07-11,Soybean,664.0,668.25,655.75,688.0,242
2005-07-11,Wheat,327.0,327.0,327.0,327.0,11
2005-07-12,Corn,226.5,226.5,226.5,227.0,45
2005-07-12,Soybean,698.5,698.5,698.5,698.5,0
2005-07-12,Wheat,327.0,327.75,327.0,323.75,11
2005-07-13,Corn,225.0,225.0,225.0,237.25,7
2005-07-13,Soybean,711.5,711.5,711.5,711.5,5
2005-07-13,Wheat,332.0,332.0,332.0,332.0,15
2005-07-14,Corn,237.0,239.5,237.0,245.25,1071
2005-07-14,Soybean,710.0,711.75,710.0,723.0,567
2005-07-14,Wheat,332.0,332.0,332.0,338.0,576
2005-07-15,Corn,249.5,253.0,248.5,257.75,3851
2005-07-15,Soybean,717.0,726.25,712.75,721.0,939
2005-07-15,Wheat,343.0,348.0,342.5,348.5,2348
2005-07-18,Corn,260.0,263.25,251.75,260.0,1063
2005-07-18,Soybean,731.0,738.0,715.0,717.25,248
2005-07-18,Wheat,351.5,352.5,342.25,352.25,884
2005-07-19,Corn,258.5,260.0,258.0,248.5,956
2005-07-19,Soybean,712.25,720.0,711.75,682.5,513
2005-07-19,Wheat,351.25,352.0,350.5,338.5,740
2005-07-20,Corn,248.0,249.0,241.5,241.5,1390
2005-07-20,Soybean,683.25,684.0,670.25,684.5,501
2005-07-20,Wheat,338.0,338.75,333.5,333.25,793
2005-07-21,Corn,241.75,243.0,235.25,234.0,1493
2005-07-21,Soybean,686.75,689.25,672.25,669.5,652
2005-07-21,Wheat,334.25,334.75,330.0,327.0,707
2005-07-22,Corn,234.25,238.0,234.0,233.5,1449
2005-07-22,Soybean,669.0,677.75,665.75,669.25,544
2005-07-22,Wheat,327.5,331.0,327.5,330.5,679
2005-07-25,Corn,233.75,234.25,230.0,230.5,484
2005-07-25,Soybean,668.75,670.0,660.25,669.75,234
2005-07-25,Wheat,331.0,331.0,324.75,325.75,320
2005-07-26,Corn,231.5,235.0,230.75,234.25,527
2005-07-26,Soybean,669.75,683.0,667.75,676.0,156
2005-07-26,Wheat,326.5,329.0,325.25,328.5,370
2005-07-27,Corn,233.25,235.5,232.0,236.5,652
2005-07-27,Soybean,671.0,680.0,667.25,673.75,145
2005-07-27,Wheat,326.25,329.25,325.25,330.5,723
2005-07-28,Corn,236.5,240.0,236.5,241.0,557
2005-07-28,Soybean,673.75,683.0,673.5,684.25,310
2005-07-28,Wheat,331.0,333.25,331.0,333.0,253
2005-07-29,Corn,241.0,243.0,240.5,236.5,1175
2005-07-29,Soybean,685.0,688.75,684.25,671.75,574
2005-07-29,Wheat,332.5,334.0,332.0,327.75,610
2005-08-01,Corn,238.0,239.5,233.5,231.75,932
2005-08-01,Soybean,678.0,678.0,666.0,673.0,171
2005-08-01,Wheat,328.0,329.25,326.0,330.5,542
2005-08-02,Corn,233.75,235.5,233.75,232.5,577
2005-08-02,Soybean,680.0,681.0,676.0,689.5,197
2005-08-02,Wheat,331.0,334.5,331.0,332.0,868
2005-08-03,Corn,232.5,232.5,229.0,227.0,1109
2005-08-03,Soybean,689.5,692.25,683.25,670.0,103
2005-08-03,Wheat,332.5,332.75,328.25,326.0,586
2005-08-04,Corn,227.0,227.0,224.25,224.5,709
2005-08-04,Soybean,669.5,670.0,668.25,671.25,11
2005-08-04,Wheat,326.0,327.0,323.75,325.0,339
2005-08-05,Corn,224.5,226.25,223.75,220.5,758
2005-08-05,Soybean,671.0,677.0,667.5,658.5,107
2005-08-05,Wheat,325.0,326.5,324.25,320.0,878
2005-08-08,Corn,225.75,227.0,224.5,222.0,1225
2005-08-08,Soybean,669.0,672.0,668.5,660.5,8
2005-08-08,Wheat,321.75,325.5,321.75,322.25,196
2005-08-09,Corn,222.5,223.0,219.25,218.75,784
2005-08-09,Soybean,657.0,657.0,654.0,643.0,51
2005-08-09,Wheat,322.0,322.0,320.0,319.5,150
2005-08-10,Corn,219.0,220.5,218.75,223.0,1538
2005-08-10,Soybean,643.0,643.0,639.0,643.5,2
2005-08-10,Wheat,319.5,319.75,319.0,323.5,683
2005-08-11,Corn,223.0,225.0,223.0,225.0,1360
2005-08-11,Soybean,642.0,644.0,642.0,641.0,2
2005-08-11,Wheat,323.5,324.25,322.75,326.25,240
2005-08-12,Corn,224.25,225.0,223.25,217.75,1674
2005-08-12,Soybean,643.0,643.0,643.0,643.0,92
2005-08-12,Wheat,327.5,328.25,325.75,321.25,228
2005-08-15,Corn,217.25,217.5,214.0,210.5,399
